Universidad,Carrera,Cuatrimestre,Periodo,Materia
UT Altamira,Ing. En Mecatrónica (Bis),8,Cuatrimestre 8,Inglés VII
UT Altamira,Ing. En Mecatrónica (Bis),8,Cuatrimestre 8,Programación de Robots Industriales
UT Altamira,Ing. En Mecatrónica (Bis),8,Cuatrimestre 8,Sistemas CAM CNC
UT Altamira,Ing. En Mecatrónica (Bis),9,Cuatrimestre 9,Administración de Mantenimiento
UT Altamira,Ing. En Mecatrónica (Bis),9,Cuatrimestre 9,Ingeniería Asistida por Computadora
UT Altamira,Ing. En Mecatrónica (Bis),9,Cuatrimestre 9,Inglés VIII
UT Altamira,Ing. En Mecatrónica (Bis),9,Cuatrimestre 9,Proyecto Integrador III
UT Altamira,Ing. En Mecatrónica (Bis),9,Cuatrimestre 9,Sistemas Eléctricos Industriales
UT Altamira,Ing. En Mecatrónica (Bis),9,Cuatrimestre 9,Sistemas de Manufactura Flexible
UT Altamira,Ing. En Mecatrónica (Bis),10,X (Estadía Ingeniería),ESTADÍA LICENCIATURA EN INGENIERÍA MECATRÓNICA
UT Altamira,Ing. En Nanotecnología,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Altamira,Ing. En Nanotecnología,1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Altamira,Ing. En Nanotecnología,1,Cuatrimestre 1,Fundamentos Matemáticos
UT Altamira,Ing. En Nanotecnología,1,Cuatrimestre 1,Inglés I
UT Altamira,Ing. En Nanotecnología,1,Cuatrimestre 1,Introducción a la Nanotecnología
UT Altamira,Ing. En Nanotecnología,1,Cuatrimestre 1,Química General
UT Altamira,Ing. En Nanotecnología,1,Cuatrimestre 1,Termodinámica
UT Altamira,Ing. En Nanotecnología,2,Cuatrimestre 2,Control de Calidad
UT Altamira,Ing. En Nanotecnología,2,Cuatrimestre 2,Cálculo Diferencial
UT Altamira,Ing. En Nanotecnología,2,Cuatrimestre 2,Física
UT Altamira,Ing. En Nanotecnología,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Altamira,Ing. En Nanotecnología,2,Cuatrimestre 2,Inglés II
UT Altamira,Ing. En Nanotecnología,2,Cuatrimestre 2,Probabilidad y Estadística
UT Altamira,Ing. En Nanotecnología,2,Cuatrimestre 2,Química Inorgánica
UT Altamira,Ing. En Nanotecnología,3,Cuatrimestre 3,Ciencia de los Materiales
UT Altamira,Ing. En Nanotecnología,3,Cuatrimestre 3,Cálculo Integral
UT Altamira,Ing. En Nanotecnología,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Altamira,Ing. En Nanotecnología,3,Cuatrimestre 3,Inglés III
UT Altamira,Ing. En Nanotecnología,3,Cuatrimestre 3,Proyecto Integrador I
UT Altamira,Ing. En Nanotecnología,3,Cuatrimestre 3,Química Analítica
UT Altamira,Ing. En Nanotecnología,3,Cuatrimestre 3,Síntesis de Nanomateriales
UT Altamira,Ing. En Nanotecnología,4,Cuatrimestre 4,Cálculo de Varias Variables
UT Altamira,Ing. En Nanotecnología,4,Cuatrimestre 4,Electroquímica
UT Altamira,Ing. En Nanotecnología,4,Cuatrimestre 4,Incorporación de Materiales
UT Altamira,Ing. En Nanotecnología,4,Cuatrimestre 4,Inglés IV
UT Altamira,Ing. En Nanotecnología,4,Cuatrimestre 4,Nanobiología
UT Altamira,Ing. En Nanotecnología,4,Cuatrimestre 4,Ética Profesional
UT Altamira,Ing. En Nanotecnología,4,Cuatrimestre 4,Óptica y Fenómenos Cuánticos
UT Altamira,Ing. En Nanotecnología,5,Cuatrimestre 5,Caracterización de Materiales I
UT Altamira,Ing. En Nanotecnología,5,Cuatrimestre 5,Ecuaciones Diferenciales
UT Altamira,Ing. En Nanotecnología,5,Cuatrimestre 5,Inglés V
UT Altamira,Ing. En Nanotecnología,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Altamira,Ing. En Nanotecnología,5,Cuatrimestre 5,Nanomateriales
UT Altamira,Ing. En Nanotecnología,5,Cuatrimestre 5,Proyecto Integrador II
UT Altamira,Ing. En Nanotecnología,5,Cuatrimestre 5,Sistemas de Gestión Integral
UT Altamira,Ing. En Nanotecnología,6,VI (Estadía TSU),ESTADÍA TSU EN NANOTECNOLOGÍA
UT Altamira,Ing. En Nanotecnología,7,Cuatrimestre 7,Caracterización de Materiales II
UT Altamira,Ing. En Nanotecnología,7,Cuatrimestre 7,Física para Nanotecnología
UT Altamira,Ing. En Nanotecnología,7,Cuatrimestre 7,Habilidades Gerenciales
UT Altamira,Ing. En Nanotecnología,7,Cuatrimestre 7,Inglés VI
UT Altamira,Ing. En Nanotecnología,7,Cuatrimestre 7,Metrología e Instrumentación Virtual
UT Altamira,Ing. En Nanotecnología,7,Cuatrimestre 7,Nanobiotecnología
UT Altamira,Ing. En Nanotecnología,7,Cuatrimestre 7,Operaciones Unitarias
UT Altamira,Ing. En Nanotecnología,8,Cuatrimestre 8,Calidad Industrial
UT Altamira,Ing. En Nanotecnología,8,Cuatrimestre 8,Dibujo Industrial
UT Altamira,Ing. En Nanotecnología,8,Cuatrimestre 8,Ingeniería Industrial
UT Altamira,Ing. En Nanotecnología,8,Cuatrimestre 8,Inglés VII
UT Altamira,Ing. En Nanotecnología,8,Cuatrimestre 8,Optativa I
UT Altamira,Ing. En Nanotecnología,8,Cuatrimestre 8,Simulación y Modelado de Proyectos
UT Altamira,Ing. En Nanotecnología,9,Cuatrimestre 9,Escalamiento de Proceso
UT Altamira,Ing. En Nanotecnología,9,Cuatrimestre 9,Ingeniería Económica
UT Altamira,Ing. En Nanotecnología,9,Cuatrimestre 9,Inglés VIII
UT Altamira,Ing. En Nanotecnología,9,Cuatrimestre 9,Optativa II
UT Altamira,Ing. En Nanotecnología,9,Cuatrimestre 9,Procesos Unitarios
UT Altamira,Ing. En Nanotecnología,9,Cuatrimestre 9,Proyecto Integrador III
UT Altamira,Ing. En Nanotecnología,10,X (Estadía Ingeniería),ESTADÍA LICENCIATURA EN INGENIERÍA EN NANOTECNOLOGÍA
UT Altamira,Ing. Química,1,Cuatrimestre 1,Buenas Prácticas de Laboratorio
UT Altamira,Ing. Química,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Altamira,Ing. Química,1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Altamira,Ing. Química,1,Cuatrimestre 1,Fundamentos Matemáticos
UT Altamira,Ing. Química,1,Cuatrimestre 1,Inglés I
UT Altamira,Ing. Química,1,Cuatrimestre 1,Química Básica
UT Altamira,Ing. Química,1,Cuatrimestre 1,Termodinámica
UT Altamira,Ing. Química,2,Cuatrimestre 2,Control de Calidad
UT Altamira,Ing. Química,2,Cuatrimestre 2,Cálculo Diferencial
UT Altamira,Ing. Química,2,Cuatrimestre 2,Física
UT Altamira,Ing. Química,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Altamira,Ing. Química,2,Cuatrimestre 2,Inglés II
UT Altamira,Ing. Química,2,Cuatrimestre 2,Probabilidad y Estadística
UT Altamira,Ing. Química,2,Cuatrimestre 2,Química Inorgánica
UT Altamira,Ing. Química,3,Cuatrimestre 3,Balances de Materia y Energía
UT Altamira,Ing. Química,3,Cuatrimestre 3,Cálculo Integral
UT Altamira,Ing. Química,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Altamira,Ing. Química,3,Cuatrimestre 3,Inglés III
UT Altamira,Ing. Química,3,Cuatrimestre 3,Proyecto Integrador I
UT Altamira,Ing. Química,3,Cuatrimestre 3,Química Analítica
UT Altamira,Ing. Química,3,Cuatrimestre 3,Química Orgánica
UT Altamira,Ing. Química,4,Cuatrimestre 4,Cinética Química
UT Altamira,Ing. Química,4,Cuatrimestre 4,Cálculo de Varias Variables
UT Altamira,Ing. Química,4,Cuatrimestre 4,Inglés IV
UT Altamira,Ing. Química,4,Cuatrimestre 4,Operaciones Unitarias
UT Altamira,Ing. Química,4,Cuatrimestre 4,"Seguridad, Higiene y Medio Ambiente"
UT Altamira,Ing. Química,4,Cuatrimestre 4,Transporte de Fluidos
UT Altamira,Ing. Química,4,Cuatrimestre 4,Ética Profesional
UT Altamira,Ing. Química,5,Cuatrimestre 5,Análisis Instrumental
UT Altamira,Ing. Química,5,Cuatrimestre 5,Ecuaciones Diferenciales
UT Altamira,Ing. Química,5,Cuatrimestre 5,Inglés V
UT Altamira,Ing. Química,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Altamira,Ing. Química,5,Cuatrimestre 5,Procesos de Separación
UT Altamira,Ing. Química,5,Cuatrimestre 5,Proyecto Integrador II
UT Altamira,Ing. Química,5,Cuatrimestre 5,Transferencia de Masa
UT Altamira,Ing. Química,6,VI (Estadía TSU),ESTADÍA TSU EN QUÍMICA INDUSTRIAL
UT Altamira,Ing. Química,7,Cuatrimestre 7,Análisis Instrumental
UT Altamira,Ing. Química,7,Cuatrimestre 7,Habilidades Gerenciales
UT Altamira,Ing. Química,7,Cuatrimestre 7,Inglés VI
UT Altamira,Ing. Química,7,Cuatrimestre 7,Instrumentación y Control
UT Altamira,Ing. Química,7,Cuatrimestre 7,Optativa I
UT Altamira,Ing. Química,7,Cuatrimestre 7,Química Aplicada
UT Altamira,Ing. Química,7,Cuatrimestre 7,Reactores Químicos
UT Altamira,Ing. Química,8,Cuatrimestre 8,Diseño de Procesos
UT Altamira,Ing. Química,8,Cuatrimestre 8,Ingeniería de Proyectos
UT Altamira,Ing. Química,8,Cuatrimestre 8,Inglés VII
UT Altamira,Ing. Química,8,Cuatrimestre 8,Optativa II
UT Altamira,Ing. Química,8,Cuatrimestre 8,Química Sustentable
UT Altamira,Ing. Química,8,Cuatrimestre 8,"Simulación, Optimización de Procesos"
UT Altamira,Ing. Química,9,Cuatrimestre 9,Diseño de Experimentos
UT Altamira,Ing. Química,9,Cuatrimestre 9,Ingeniería Económica
UT Altamira,Ing. Química,9,Cuatrimestre 9,Inglés VIII
UT Altamira,Ing. Química,9,Cuatrimestre 9,Optativa III
UT Altamira,Ing. Química,9,Cuatrimestre 9,Proyecto Integrador III
UT Altamira,Ing. Química,9,Cuatrimestre 9,Sistemas de Gestión
UT Altamira,Ing. Química,10,X (Estadía Ingeniería),ESTADÍA LICENCIATURA EN INGENIERÍA QUÍMICA
UT Altamira,Lic. En Negocios Y Mercadotecnia,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Altamira,Lic. En Negocios Y Mercadotecnia,1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Altamira,Lic. En Negocios Y Mercadotecnia,1,Cuatrimestre 1,Fundamentos de Administración y Entorno Empresarial
UT Altamira,Lic. En Negocios Y Mercadotecnia,1,Cuatrimestre 1,Informática
UT Altamira,Lic. En Negocios Y Mercadotecnia,1,Cuatrimestre 1,Inglés I
UT Altamira,Lic. En Negocios Y Mercadotecnia,1,Cuatrimestre 1,Matemáticas
UT Altamira,Lic. En Negocios Y Mercadotecnia,1,Cuatrimestre 1,Mercadotecnia
UT Altamira,Lic. En Negocios Y Mercadotecnia,2,Cuatrimestre 2,Comportamiento del Consumidor
UT Altamira,Lic. En Negocios Y Mercadotecnia,2,Cuatrimestre 2,Contabilidad para Negocios
UT Altamira,Lic. En Negocios Y Mercadotecnia,2,Cuatrimestre 2,Economía
UT Altamira,Lic. En Negocios Y Mercadotecnia,2,Cuatrimestre 2,Estadística I
UT Altamira,Lic. En Negocios Y Mercadotecnia,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Altamira,Lic. En Negocios Y Mercadotecnia,2,Cuatrimestre 2,Inglés II
UT Altamira,Lic. En Negocios Y Mercadotecnia,2,Cuatrimestre 2,Planeación Estratégica
UT Altamira,Lic. En Negocios Y Mercadotecnia,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Altamira,Lic. En Negocios Y Mercadotecnia,3,Cuatrimestre 3,Estadística II
UT Altamira,Lic. En Negocios Y Mercadotecnia,3,Cuatrimestre 3,Estrategias de Producto y Precio
UT Altamira,Lic. En Negocios Y Mercadotecnia,3,Cuatrimestre 3,Inglés III
UT Altamira,Lic. En Negocios Y Mercadotecnia,3,Cuatrimestre 3,Legislación Comercial
UT Altamira,Lic. En Negocios Y Mercadotecnia,3,Cuatrimestre 3,Proyecto Integrador I
UT Altamira,Lic. En Negocios Y Mercadotecnia,3,Cuatrimestre 3,Sistema de Investigación de Mercados I
UT Altamira,Lic. En Negocios Y Mercadotecnia,4,Cuatrimestre 4,Administración del Tiempo
UT Altamira,Lic. En Negocios Y Mercadotecnia,4,Cuatrimestre 4,Diseño Digital y Multimedia
UT Altamira,Lic. En Negocios Y Mercadotecnia,4,Cuatrimestre 4,Gestión de Ventas
UT Altamira,Lic. En Negocios Y Mercadotecnia,4,Cuatrimestre 4,Inglés IV
UT Altamira,Lic. En Negocios Y Mercadotecnia,4,Cuatrimestre 4,Mezcla Promocional
UT Altamira,Lic. En Negocios Y Mercadotecnia,4,Cuatrimestre 4,Sistema de Investigación de Mercados II
UT Altamira,Lic. En Negocios Y Mercadotecnia,4,Cuatrimestre 4,Ética Profesional
UT Altamira,Lic. En Negocios Y Mercadotecnia,5,Cuatrimestre 5,Inglés V
UT Altamira,Lic. En Negocios Y Mercadotecnia,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Altamira,Lic. En Negocios Y Mercadotecnia,5,Cuatrimestre 5,Logística y Distribución
UT Altamira,Lic. En Negocios Y Mercadotecnia,5,Cuatrimestre 5,Mercadotecnia Digital I
UT Altamira,Lic. En Negocios Y Mercadotecnia,5,Cuatrimestre 5,Mercadotecnia Estratégica
UT Altamira,Lic. En Negocios Y Mercadotecnia,5,Cuatrimestre 5,Mercadotecnia de Servicios
UT Altamira,Lic. En Negocios Y Mercadotecnia,5,Cuatrimestre 5,Proyecto Integrador II
UT Altamira,Lic. En Negocios Y Mercadotecnia,6,VI (Estadía TSU),ESTADÍA TSU EN MERCADOTECNIA
UT Altamira,Lic. En Negocios Y Mercadotecnia,7,Cuatrimestre 7,Desarrollo de Nuevos Productos
UT Altamira,Lic. En Negocios Y Mercadotecnia,7,Cuatrimestre 7,Estadística Aplicada a los Negocios
UT Altamira,Lic. En Negocios Y Mercadotecnia,7,Cuatrimestre 7,Habilidades Gerenciales
UT Altamira,Lic. En Negocios Y Mercadotecnia,7,Cuatrimestre 7,Inglés VI
UT Altamira,Lic. En Negocios Y Mercadotecnia,7,Cuatrimestre 7,Inteligencia de Mercados
UT Altamira,Lic. En Negocios Y Mercadotecnia,7,Cuatrimestre 7,Mercadotecnia Internacional
UT Altamira,Lic. En Negocios Y Mercadotecnia,7,Cuatrimestre 7,Planeación y Organización del Trabajo
UT Altamira,Lic. En Negocios Y Mercadotecnia,7,Cuatrimestre 7,Tendencias del Mercado y Consumidor Global
UT Altamira,Lic. En Negocios Y Mercadotecnia,8,Cuatrimestre 8,Administración de la Producción
UT Altamira,Lic. En Negocios Y Mercadotecnia,8,Cuatrimestre 8,Gestión de la Calidad
UT Altamira,Lic. En Negocios Y Mercadotecnia,8,Cuatrimestre 8,Gestión del Talento Humano
UT Altamira,Lic. En Negocios Y Mercadotecnia,8,Cuatrimestre 8,Inglés VII
UT Altamira,Lic. En Negocios Y Mercadotecnia,8,Cuatrimestre 8,Inteligencia Financiera
UT Altamira,Lic. En Negocios Y Mercadotecnia,8,Cuatrimestre 8,Mercadotecnia Digital II
UT Altamira,Lic. En Negocios Y Mercadotecnia,8,Cuatrimestre 8,Plan de Negocios
UT Altamira,Lic. En Negocios Y Mercadotecnia,9,Cuatrimestre 9,Cadena de Suministro
UT Altamira,Lic. En Negocios Y Mercadotecnia,9,Cuatrimestre 9,Comunicación Integral de la Mercadotecnia
UT Altamira,Lic. En Negocios Y Mercadotecnia,9,Cuatrimestre 9,Cultura Emprendedora
UT Altamira,Lic. En Negocios Y Mercadotecnia,9,Cuatrimestre 9,Derecho Corporativo
UT Altamira,Lic. En Negocios Y Mercadotecnia,9,Cuatrimestre 9,Inglés VIII
UT Altamira,Lic. En Negocios Y Mercadotecnia,9,Cuatrimestre 9,Proyecto Integrador III
UT Altamira,Lic. En Negocios Y Mercadotecnia,10,X (Estadía Ingeniería),ESTADÍA LICENCIATURA EN NEGOCIOS Y MERCADOTECNIA
UT Matamoros,Ing. En Mecatrónica (Robótica),1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Matamoros,Ing. En Mecatrónica (Robótica),1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Matamoros,Ing. En Mecatrónica (Robótica),1,Cuatrimestre 1,Fundamentos Matemáticos
UT Matamoros,Ing. En Mecatrónica (Robótica),1,Cuatrimestre 1,Inglés I
UT Matamoros,Ing. En Mecatrónica (Robótica),1,Cuatrimestre 1,Metodología de la Programación
UT Matamoros,Ing. En Mecatrónica (Robótica),1,Cuatrimestre 1,Metrología
UT Matamoros,Ing. En Mecatrónica (Robótica),1,Cuatrimestre 1,Procesos Industriales
UT Matamoros,Ing. En Mecatrónica (Robótica),2,Cuatrimestre 2,Circuitos Eléctricos
UT Matamoros,Ing. En Mecatrónica (Robótica),2,Cuatrimestre 2,Cálculo Diferencial
UT Matamoros,Ing. En Mecatrónica (Robótica),2,Cuatrimestre 2,Dibujo para Ingeniería
UT Matamoros,Ing. En Mecatrónica (Robótica),2,Cuatrimestre 2,Física
UT Matamoros,Ing. En Mecatrónica (Robótica),2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Matamoros,Ing. En Mecatrónica (Robótica),2,Cuatrimestre 2,Inglés II
UT Matamoros,Ing. En Mecatrónica (Robótica),2,Cuatrimestre 2,Probabilidad y Estadística
UT Matamoros,Ing. En Mecatrónica (Robótica),3,Cuatrimestre 3,Cálculo Integral
UT Matamoros,Ing. En Mecatrónica (Robótica),3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Matamoros,Ing. En Mecatrónica (Robótica),3,Cuatrimestre 3,Electrónica Analógica y de Potencia
UT Matamoros,Ing. En Mecatrónica (Robótica),3,Cuatrimestre 3,Electrónica Digital
UT Matamoros,Ing. En Mecatrónica (Robótica),3,Cuatrimestre 3,Elementos Mecánicos
UT Matamoros,Ing. En Mecatrónica (Robótica),3,Cuatrimestre 3,Inglés III
UT Matamoros,Ing. En Mecatrónica (Robótica),3,Cuatrimestre 3,Proyecto Integrador I
UT Matamoros,Ing. En Mecatrónica (Robótica),4,Cuatrimestre 4,Cálculo de Varias Variables
UT Matamoros,Ing. En Mecatrónica (Robótica),4,Cuatrimestre 4,Estructura y Propiedades de los Materiales
UT Matamoros,Ing. En Mecatrónica (Robótica),4,Cuatrimestre 4,Fundamentos de Cinemática
UT Matamoros,Ing. En Mecatrónica (Robótica),4,Cuatrimestre 4,Inglés IV
UT Matamoros,Ing. En Mecatrónica (Robótica),4,Cuatrimestre 4,Introducción a la Robótica Industrial
UT Matamoros,Ing. En Mecatrónica (Robótica),4,Cuatrimestre 4,Seguridad en Celdas Robóticas
UT Matamoros,Ing. En Mecatrónica (Robótica),4,Cuatrimestre 4,Ética Profesional
UT Matamoros,Ing. En Mecatrónica (Robótica),5,Cuatrimestre 5,Ecuaciones Diferenciales
UT Matamoros,Ing. En Mecatrónica (Robótica),5,Cuatrimestre 5,Fundamentos de Programación de Robots
UT Matamoros,Ing. En Mecatrónica (Robótica),5,Cuatrimestre 5,Inglés V
UT Matamoros,Ing. En Mecatrónica (Robótica),5,Cuatrimestre 5,Introducción a los Sistemas de Visión
UT Matamoros,Ing. En Mecatrónica (Robótica),5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Matamoros,Ing. En Mecatrónica (Robótica),5,Cuatrimestre 5,Mantenimiento a Sistemas Robóticos
UT Matamoros,Ing. En Mecatrónica (Robótica),5,Cuatrimestre 5,Proyecto Integrador II
UT Matamoros,Ing. En Mecatrónica (Robótica),6,VI (Estadía TSU),ESTADÍA TSU EN ROBÓTICA (600 hrs)
UT Matamoros,Ing. En Mecatrónica (Robótica),7,Cuatrimestre 7,Análisis de Mecanismos
UT Matamoros,Ing. En Mecatrónica (Robótica),7,Cuatrimestre 7,Cinemática y Dinámica de Robots
UT Matamoros,Ing. En Mecatrónica (Robótica),7,Cuatrimestre 7,Habilidades Gerenciales
UT Matamoros,Ing. En Mecatrónica (Robótica),7,Cuatrimestre 7,Inglés VI
UT Matamoros,Ing. En Mecatrónica (Robótica),7,Cuatrimestre 7,Instrumentación Virtual
UT Matamoros,Ing. En Mecatrónica (Robótica),7,Cuatrimestre 7,Modelado y Simulación de Sistemas
UT Matamoros,Ing. En Mecatrónica (Robótica),7,Cuatrimestre 7,Sistemas Embebidos
UT Matamoros,Ing. En Mecatrónica (Robótica),8,Cuatrimestre 8,Diseño Asistido por Computadora
UT Matamoros,Ing. En Mecatrónica (Robótica),8,Cuatrimestre 8,Diseño Mecánico
UT Matamoros,Ing. En Mecatrónica (Robótica),8,Cuatrimestre 8,Diseño de Sistemas Mecatrónicos
UT Matamoros,Ing. En Mecatrónica (Robótica),8,Cuatrimestre 8,Ingeniería de Control
UT Matamoros,Ing. En Mecatrónica (Robótica),8,Cuatrimestre 8,Inglés VII
UT Matamoros,Ing. En Mecatrónica (Robótica),8,Cuatrimestre 8,Programación de Robots Industriales
UT Matamoros,Ing. En Mecatrónica (Robótica),8,Cuatrimestre 8,Sistemas CAM CNC
UT Matamoros,Ing. En Mecatrónica (Robótica),9,Cuatrimestre 9,Administración de Mantenimiento
UT Matamoros,Ing. En Mecatrónica (Robótica),9,Cuatrimestre 9,Control Avanzado
UT Matamoros,Ing. En Mecatrónica (Robótica),9,Cuatrimestre 9,Ingeniería Asistida por Computadora
UT Matamoros,Ing. En Mecatrónica (Robótica),9,Cuatrimestre 9,Inglés VIII
UT Matamoros,Ing. En Mecatrónica (Robótica),9,Cuatrimestre 9,Proyecto Integrador III
UT Matamoros,Ing. En Mecatrónica (Robótica),9,Cuatrimestre 9,Sistemas Eléctricos Industriales
UT Matamoros,Ing. En Mecatrónica (Robótica),9,Cuatrimestre 9,Sistemas de Manufactura Flexible
UT Matamoros,Ing. En Mecatrónica (Robótica),10,X (Estadía Ingeniería),ESTADÍA INGENIERÍA MECATRÓNICA (600 hrs)
UT Matamoros,Ing. En Ti (Ia),1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Matamoros,Ing. En Ti (Ia),1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Matamoros,Ing. En Ti (Ia),1,Cuatrimestre 1,Fundamentos Matemáticos
UT Matamoros,Ing. En Ti (Ia),1,Cuatrimestre 1,Fundamentos de Programación
UT Matamoros,Ing. En Ti (Ia),1,Cuatrimestre 1,Fundamentos de Redes
UT Matamoros,Ing. En Ti (Ia),1,Cuatrimestre 1,Física
UT Matamoros,Ing. En Ti (Ia),1,Cuatrimestre 1,Inglés I
UT Matamoros,Ing. En Ti (Ia),2,Cuatrimestre 2,Conmutación y Enrutamiento de Redes
UT Matamoros,Ing. En Ti (Ia),2,Cuatrimestre 2,Cálculo Diferencial
UT Matamoros,Ing. En Ti (Ia),2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Matamoros,Ing. En Ti (Ia),2,Cuatrimestre 2,Inglés II
UT Matamoros,Ing. En Ti (Ia),2,Cuatrimestre 2,Probabilidad y Estadística
UT Matamoros,Ing. En Ti (Ia),2,Cuatrimestre 2,Programación Estructurada
UT Matamoros,Ing. En Ti (Ia),2,Cuatrimestre 2,Sistemas Operativos
UT Matamoros,Ing. En Ti (Ia),3,Cuatrimestre 3,Base de Datos
UT Matamoros,Ing. En Ti (Ia),3,Cuatrimestre 3,Cálculo Integral
